title,label1,label2,label3,label4,label5,label6
节点（定义、表示、几点说明等）,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
结构化地表示客观事物的术语小结,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
包的语义,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
包的表示,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
包之间的关系——访问依赖与引入依赖,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
对成组的元素建模策略,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
 表达关系的术语——关联（定义、语义表达等）,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
表达关系的术语——泛化（定义、几点说明、表示等）,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
表达关系的术语——实现（定义、说明、表示、例子等）,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
表达关系的术语——依赖（定义、几点说明、表示、分类等）,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
四种术语在UML中包含的基本关系,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
用UML对关系建模时的基本策略,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
UML的术语表-元信息小结,knowledge,第7章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象方法、UML(5),knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
UML为不同抽象层提供的6中对系统静态部分建模的图形工具,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
UML为不同抽象层提供的7中对系统动态部分建模的图形工具,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
静态模型表达工具-类图（定义、作用、内容等）,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析——类图示例1、2,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
类图的一般用法（创建类图的工作）,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
系统行为（功能）的建模工具-USE CASE图 （定义、内容、术语等）,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
用况图的使用并举例,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
系统行为（交互）的建模工具-顺序图（定义、内容、几点说明等）,knowledge,第7章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象方法、UML(6),knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
顺序图的几点说明（续上讲）,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
系统行为（生存周期）的建模工具-状态图（定义、内容等）,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
状态的定义、表示、分类,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
状态的规约,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
事件的定义、种类,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML中四种模型化事件-信号,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML中四种模型化事件-调用,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML中四种模型化事件-时间事件和变化事件,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML中四种模型化事件-发送事件和接受事件,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
状态转换的定义、规约、表达及其格式,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
状态图的一般用法,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
实例分析——创建控制器状态机的状态图,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML小结：UML的作用,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
UML小结：UML与RUP,knowledge,第7章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(1),knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析的基本任务,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析的模型,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析的过程,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别类——研究问题域和用户要求：研究用户需求，明确系统责任；研究问题域；确定系统边界,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别类——策略与启发：考虑问题域；考虑系统边界；考虑系统责任,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别类——审查与筛选：舍弃无用的对象；对象的精简；与实现条件有关的对象,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别类——识别主动对象,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别类——对象分类，建立类图中的类：对象分类；异常情况的检查和调整；类的命名；建立类图的对象层,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别属性——策略与启发,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别属性——审查与筛选,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别属性——与实现条件有关的问题都推迟到面向对象设计考虑,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别属性——属性的命名，原则与类的命名相同,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别属性——属性的详细说明,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——区分对象行为的类型,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——发现操作的策略与启发,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——审查与调整,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——认识对象的主动行为,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——操作的命名和定位,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别操作——操作的详细说明,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
案例分析：功能需求，第一步发现对象类，第二步审查筛选对象类，第三步分析每个类的属性和操作,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别继承（泛化）：识别继承（泛化）关系的策略，包括学习当前领域的分类学知识、按常识考虑事物的分类,knowledge,第8章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(2),knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别继承（泛化）：识别继承（泛化）关系的策略，包括使用继承的定义、考虑属性与操作的适用范围、考虑领域范围内的复用,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别继承（泛化）：审查与调整,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别继承（泛化）：继承关系的简化，包括取消没有特殊性的特殊类、增加属性简化继承关系、取消用途单一的一般类减少继承层次,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别继承（泛化）：调整对象层和特征层,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别关联：识别关联的策略，包括认识对象之间的静态联系、认识关联的属性与操作分析并表示关联的多重性、进一步分析关联的性质,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别关联：命名与定位命名,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别关联：调整对象层和特征层,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别聚合：识别聚合的策略,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别聚合：审查与筛选,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别聚合：调整对象层和属性层,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
识别对象之间的关系——识别依赖,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
案例分析（续）：第四步定义对象类之间的关系,knowledge,第8章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(3),knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析的总结,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
早期（80年代至90年代初）的面向对象设计：历史，从OOP（面向对象编程）发展到OOD（面向对象设计,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
早期（80年代至90年代初）的面向对象设计：方法,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
早期（80年代至90年代初）的面向对象设计：特点,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
现今（90年代）的面向对象设计：背景,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
现今（90年代）的面向对象设计：特点,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
现今（90年代）的面向对象设计：定义,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象设计的根本目标：提高软件生产率、提高质量、加强可维护性,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析和面向对象设计的关系,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象设计方法概貌：概念和表示法,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象设计方法概貌：面向对象设计模型,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象分析与面向对象设计的关系,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象设计的过程，简单介绍，要求学生自己学习下节课会进行提问,knowledge,第8章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(4),knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：问题域部分的定义和基本概念,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：需要问题域部分设计的原因,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：实现条件对问题域部分的影响,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计： 总体概括,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——为复用设计与编程的类而增加结构,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——增加一般类以建立共同协议,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——整体概述,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——对继承的调整：方法1采用聚合，将多继承转换为单继承，方法2重新定义对象类，方法3压平,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——取消继承：方法1把继承结构展平，方法2采用聚合的方法,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——按编程语言调整继承和多态（重难点）——对多态性的调整,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——提高性能,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——为实现对象永久存储所做的修饰,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
问题域部分(PDC)的设计：如何进行问题域的设计——为编程方便增加底层细节,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：定义和基本概念,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：需要人机交互部分的原因,knowledge,第8章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(5),knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机交互部分的需求分析——分析与系统交互的人，人员活动者,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机交互部分的需求分析——从use case分析人机交互,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机交互部分的需求分析——命令的组织（略讲）,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机界面的设计准则,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机界面的OO设计——选择界面支持系统,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机界面的OO设计——根据人机交互需求选择界面元素,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
人机交互部分的设计：人机界面的OO设计——用OO概念与表示法表达所有的界面成分,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
控制驱动部分的设计：定义和基本概念,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
控制驱动部分的设计：需要控制驱动部分的原因（略讲）,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
控制驱动部分的设计：如何设计控制驱动部分,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
数据管理部分的设计：定义和基本概念、需要数据管理部分的原因,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
数据管理部分的设计：如何设计数据管理部分——针对文件系统,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
数据管理部分的设计：如何设计数据管理部分——针对R-DBMS,knowledge,第8章,第5节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的分析、设计和编程(6),knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
本节课的主要内容,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
程序设计范型,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的编程语言：基本特性,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的编程语言：发展历史及语言谱系,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的编程语言：类别,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象的编程语言：语言+类库+编程环境,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
为实现OOD模型选择编程语言：一般原则,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
为实现OOD模型选择编程语言：编程语言的评价标准,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
几种典型的面向对象编程语言简介：C++,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
几种典型的面向对象编程语言简介：Smalltalk、Eiffel（未讲解）,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
几种典型的面向对象编程语言简介：Java,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
用非OO编程语言实现OOD模型：基于对象的语言Ada（未讲解）、过程语言以C为例,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
对本节课的总结，对学生课程项目进展提出建议。下节课的安排：项目展示和要求,knowledge,第8章,第6节,软件工程,北京大学,王立福，孙艳春，刘学
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(1),knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍软件测试的概念和重要性,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
论述软件测试的重要性：迪士尼狮子王游戏的例子,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
论述软件测试的重要性：美国航天局火星基地登陆的例子,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
论述软件测试的重要性：爱国者导弹防御系统的例子,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
论述软件测试的重要性：千年虫的例子,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的定义，软件测试分为：动态分析，静态测试,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的目标：预防错误、发现错误,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试与软件调试的区别,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试过程模型,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试过程模型中的几个关键性概念：错误、失效、故障,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的原则,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
黑盒测试简介,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试简介,knowledge,第9章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(2),knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试——路径测试覆盖,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试——语句覆盖,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试——分支覆盖,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试——条件组合覆盖,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
白盒测试——循环情况下关键路径的选取,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
黑盒测试——事务流测试技术,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
黑盒测试——等价类划分技术,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
黑盒测试——边界值分析技术,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
黑盒测试——因果图技术,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤——单元测试,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤——集成测试,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤——有效性测试（确认测试，验收测试）,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤——系统测试,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试小结,knowledge,第9章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(3),knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤及相关技术应用简介,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试步骤概述,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
单元测试的内容,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
单元测试的步骤,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
集成测试的任务、方法,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
集成测试——冒烟测试,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
确认测试的任务和步骤,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
系统测试,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
测试驱动的开发,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
面向对象软件的测试策略,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
Web应用的测试策略,knowledge,第9章,第3节,软件工程,北京大学,王立福，孙艳春，刘学
建立程序的控制流程图，对程序进行白盒测试，对模块进行黑盒测试，制定测试计划对软件进行测试(4),knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Web应用的测试策略,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
界面测试指标,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Web页面测试工具,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的具体实施过程,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的具体实施过程——测试准备阶段,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的具体实施过程——单元测试阶段,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的具体实施过程——集成测试阶段,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件测试的具体实施过程——系统测试阶段,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——报告引言、测试摘要,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——测试技术、测试类型、单元测试,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——集成测试、系统测试,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——单元测试详细过程,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——集成测试详细过程Kernel会议管理系统测试报告实例——集成测试详细过程Kernel会议管理系统测试报告实例——集成测试详细过程,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
Kernel会议管理系统测试报告实例——系统测试详细过程,knowledge,第9章,第4节,软件工程,北京大学,王立福，孙艳春，刘学
软件项目管理、CMM和ISO9000(1),knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
推荐软件项目管理参考书,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件项目管理概述（项目定义、特性）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了项目管理的发展历史（古代）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了近代项目管理萌芽（美国、俄罗斯）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍20世纪50年代后期美国的载人登月计划）、CPM介绍,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍PERT的由来（需求分析、设计编码、测试、安装部署）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
项目管理的传播和现代化（我国CPM为统筹法）、现代项目管理的初步架构的形成,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明项目管理的发展的重要产物——项目管理协会的成立,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
项目管理的发展的重要产物——体系指南（这个知识体系的指导作用），如IPMA、ICB、中国项目管理研究委会PMRC推出的C-PMBOK,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍人才认证（如PMI推出的项目管理专业人员认证、IPMA推出的A、B、C、D四级项目管理专业资质认证、剑桥大学的项目管理专业资格证书CDPM认证）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
项目管理的定义,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了项目管理框架和项目管理的九大知识领域、项目干系人,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了项目管理中的四大核心知识领域——范围、时间、成本和质量；介绍四大项目管理辅助知识领域——人力资源管理、风险管理、沟通管理和采购管理,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明项目整体管理（即集成管理）包括的几个主要过程——项目计划制定、项目计划执行、整体变更控制,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
说明项目管理工具和技术：如时间管理工具和技术（WBS即工作分解结构、甘特图、网络图示法等）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍项目管理的要素（项目的范围、进度、成本和质量）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了项目的生命周期（PMI给出的标准——概念期、开发期、实施期、收尾）,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件项目管理的定义、项目的全过程和相应的管理内容的对应,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
最后总结项目管理知识领域常用项目管理工具和技术,knowledge,第10章,第1节,软件工程,北京大学,王立福，孙艳春，刘学
软件项目管理、CMM和ISO9000(2),knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件质量的三个要素及类比——人员、技术设备、过程,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
软件工程大师级人物Watts Humphrey（CMM项目的主要负责人）提出的几个观点——产品和过程关系、过程改进是持续的,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
CMM是什么（软件过程能力成熟度模型）、CMM知识结构,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
CMM的发展历史，由软件开发中的关键问题——软件开发组织不能很好定义和控制软件过程，催生了CMM,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
详细说明CMM是什么——按软件过程的不同成熟度划分了5个等级，它给出了一个规范过程的框架，CMM体现了软件工程和软件管理的优秀实践,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
介绍了CMM族——各种基于CMM的模型：SW_CMM、SE-CMM、IPD-CMM、P-CMM,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
CMMI的发展,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
CMMI1.1集成的目标、基于不同的规则所进行的改进；CMMI-DEV1.2和CMMI-ACQ1.2等相继发布,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
简介CMMI的发展历史,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
CMM的基本内容——基本思想：支撑软件产品/系统质量 的三大要素；整个是一个过程,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
介绍CMM基本概念（过程、过程能力的含义）；组织的软件过程能力，是不同程度的划分指标,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
列出低过程能力的基本特征；高过程能力的特征；并举例，来说明个人能力的体现,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
举例，具有成熟过程的组织特征（不断迭代、不断优化的过程）,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
过程性能的概念——过和性能和过程能力的区别与联系,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
过程成熟度——应满足的：可定义、可管理的、可测量的、可控制的、有效的,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
过程成熟度指明——软件过程能力的增长潜力、软件过程的丰富多样性、软件过程的一致性,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
介绍组织成熟度,knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
说明能力成熟度等级(5级),knowledge,第10章,第2节,软件工程,北京大学,王立福，孙艳春，刘学
